Height,Width,Thickness,Efficiency,Cleaned Efficiency,Model,N/A,N/A,N/A,Power output
1010,660,25,13.5 ~ 15 ,15,BP-M90-95P-17b,NaN,NaN,,316.7683
1000,990,35,0.1515,15.15,RNG-150D,NaN,NaN,,316.7683
1000,990,35,0.1515,15.15,PE150-12M,NaN,NaN,,316.7683
1020,670,35,0.1463,14.63,GS-Star-100W,NaN,NaN,,316.7411
1020,670,35,0.1463,14.63,HQ50M-HQ90M,NaN,NaN,,316.7411
1020,670,35,0.1463,14.63,GMA P6-36-100W-12V,NaN,NaN,,316.7411
992,992,35,14.23 ~ 15.24 ,15.24,SL6P36-140W-150W,NaN,NaN,,316.7395
1030,675,25,0.1438,14.38,QJP 100W,NaN,NaN,,316.727
1030,675,25,0.1438,14.38,RD50TU-18P,NaN,NaN,,316.727
1012,982,34,12.08 ~ 15.09 ,15.09,ANORA 150P(24V),NaN,NaN,,316.7198
1012,982,36,0.1509,15.09,Eldora 150P,NaN,NaN,,316.7198
1195,545,35,0.1535,15.35,SH-100S5,NaN,NaN,,316.7072
1152,666,34,0.1303,13.03,Eldora 100P,NaN,NaN,,316.706
1191,1067,35,11.8,11.8,TH-170/150-72MS,NaN,NaN,,316.7029
1191,1067,46.5,11.8,11.8,SDM-170/150-72MS,NaN,NaN,,316.7029
1006,676,30,0.147,14.7,PR-100M6-36,NaN,NaN,,316.6994
1121,673,35,0.1325,13.25,SH-100P6,NaN,NaN,,316.6808
1070,540,30,0.173,17.3,Flexibel panel Series,NaN,NaN,,316.6714
1100,678,35,0.134,13.4,TS-S100P,NaN,NaN,,316.601
1100,668,35,0.136,13.6,YH100W-18P,NaN,NaN,,316.5871
670,1080,35,0.1381,13.81,GAT 100S,NaN,NaN,,316.5756
1130,675,35,0.131,13.1,Poly 100W,NaN,NaN,,316.5474
1178,994,45,12.8,12.8,CHSM-150P(150),NaN,NaN,,316.5451
1178,994,45,12.8,12.8,CHSM-160M(150),NaN,NaN,,316.5451
1005,674,35,0.1475,14.75,GMA M6-36-100W,NaN,NaN,,316.5215
1197,535,35,15.6,15.6,FVG 100M-MC,NaN,NaN,,316.4883
1197,535,35,15.6,15.6,SR-M536100,NaN,NaN,,316.4883
1087,557,35,16.5,16.5,SM 400SP,NaN,NaN,,316.4855
1087,557,35,16.5,16.5,SM 400SP,NaN,NaN,,316.4855
1199,541,40,13.9 ~ 15.4 ,15.4,HN36M-90-100,NaN,NaN,,316.4626
1190,1067,46.5,11.8,11.8,TSM(8x9) 150,NaN,NaN,,316.437
1199,543,30,0.1534,15.34,YS100M-36,NaN,NaN,,316.395
1120,670,35,12 ~ 13.3 ,13.3,YHM90-100-18M,NaN,NaN,,316.1765
1120,670,35,12 ~ 13.3 ,13.3,AH112/212/312,NaN,NaN,,316.1765
1050,540,3,0.176,17.6,SN-H100W,NaN,NaN,,316.1411
1050,540,3,0.176,17.6,GMA Flex 100W,NaN,NaN,,316.1411
1199,493,35,14.58 ~ 16.88 ,16.88,LW95-110-36M,NaN,NaN,,316.0994
1020,670,30,0.146,14.6,SN-P100,NaN,NaN,,316.0916
1020,670,30,0.146,14.6,ERG-100M,NaN,NaN,,316.0916
1020,670,30,0.146,14.6,BTSP100P,NaN,NaN,,316.0916
1020,670,30,0.146,14.6,SFP 10W-310W,NaN,NaN,,316.0916
1020,670,30,0.146,14.6,BTSP100M,NaN,NaN,,316.0916
1145,665,34,0.131,13.1,Aditi 24V - 100WP,NaN,NaN,,315.9975
1145,665,34,0.131,13.1,Aditi 12V - 100WP,NaN,NaN,,315.9975
1197,541,35,13.1 ~ 15.4 ,15.4,AU-36M 85-100,NaN,NaN,,315.9347
1197,541,35,13.1 ~ 15.4 ,15.4,Su-kam Poly Panel,NaN,NaN,,315.9347
980,795,33,12.8,12.8,LCS-M100,NaN,NaN,,315.9282
1008,989,35,11 ~ 15 ,15,Eco 110W - 150W,NaN,NaN,,315.8217
1110,670,40,0.134,13.4,TPB100-36-P,NaN,NaN,,315.7096
1005,665,30,14.2 ~ 14.9 ,14.9,SW095-100P,NaN,NaN,,315.4708
1075,661,35,0.14,14,ASP36C100,NaN,NaN,,315.1542
1075,661,35,0.14,14,JP36C100,NaN,NaN,,315.1542
1196,533,35,12.5 ~ 15.6 ,15.6,SL80-12M,NaN,NaN,,315.0418
1178,989,39,12.8,12.8,LPG-153-3S(149),NaN,NaN,,314.9528
870,670,30,16 ~ 17 ,17,P6-80/85W,NaN,NaN,,313.9266
870,670,30,16 ~ 17 ,17,P6-80-85,NaN,NaN,,313.9266
1000,990,3.2,14 ~ 15 ,15,12V/140-150WP,NaN,NaN,,313.632
975,668,null,0.152,15.2,RT Mega 1,NaN,NaN,,313.6244
1193,802,35,14.5 ~ 15.5 ,15.5,SI-ESF-M-BIPV-SM-P125-54,NaN,NaN,,313.2135
1193,802,25,14.5 ~ 15.5 ,15.5,SI-ESF-M-BIPV-GG-P125-54,NaN,NaN,,313.2135
1193,802,25,14.5 ~ 15.5 ,15.5,SI-ESF-M-BIPV-GG-M125-54,NaN,NaN,,313.2135
1193,802,35,14.5 ~ 15.5 ,15.5,SI-ESF-M-BIPV-SM-M125-54,NaN,NaN,,313.2135
1020,670,35,0.1435,14.35,HY100-12P,NaN,NaN,,310.6791
1186,675,35,0.122,12.2,GMA P6-36-120W,NaN,NaN,,309.4094
984,975,null,0.152,15.2,RT Mega 2,NaN,NaN,,307.9904
770,670,25,16.46 ~ 18.81 ,18.81,GP-080~070P-36,NaN,NaN,,307.4252
1166,989,40,12.6,12.6,ZT 145P,NaN,NaN,,306.8734
1070,808,35,13.88 ~ 16.77 ,16.77,AE M5-48_120-145W,NaN,NaN,,306.2119
1010,990,25,13 ~ 14.5 ,14.5,BP-M130-145P-35b,NaN,NaN,,306.2094
1195,550,35,11.4 ~ 14.7 ,14.7,FUDA-75M-95M,NaN,NaN,,306.0787
1021,989,40,13.36 ~ 14.35 ,14.35,EPG 135-145,NaN,NaN,,306.0327
1188,999,40,12.2,12.2,WSP-150P6(145),NaN,NaN,,305.7987
1164,987,40,12.6,12.6,COS145P,NaN,NaN,,305.7276
1164,987,40,12.6,12.6,TSP140 (145),NaN,NaN,,305.7276
1164,987,40,12.6,12.6,WXS145P,NaN,NaN,,305.7276
1015,990,50,14.4,14.4,D6P145B1A,NaN,NaN,,305.603
1015,990,50,14.4,14.4,D6M145B1A,NaN,NaN,,305.603
1050,540,35,0.17,17,WB-90SP,NaN,NaN,,305.3635
1171,1102,78.5,11.2,11.2,MicroPV145BF,NaN,NaN,,305.2463
1032,665,35,12 ~ 14 ,14,ASP36C080-90,NaN,NaN,,304.3789
1032,665,35,0.14,14,JP36C080-90,NaN,NaN,,304.3789
840,670,35,0.1706,17.06,WT80W Poly,NaN,NaN,,304.1713
840,670,30,16 ~ 17 ,17,SLS080-85P,NaN,NaN,,303.1016
994,854,35,0.169,16.9,OSP 140,NaN,NaN,,302.9876
1070,670,30,0.133,13.3,SZGD095-36P,NaN,NaN,,302.0615
1070,670,30,0.133,13.3,SZGDDIA297-26M,NaN,NaN,,302.0615
1195,550,40,14.5,14.5,TDB125x125-36-P 95W,NaN,NaN,,301.9144
1195,550,30,14.5,14.5,YZM95,NaN,NaN,,301.9144
900,670,30,14.9 ~ 15.8 ,15.8,ED90-95-6M,NaN,NaN,,301.828
900,670,30,14.9 ~ 15.8 ,15.8,MY090~95M6-36,NaN,NaN,,301.828
1050,540,35,0.168,16.8,SD-HMG-95-18,NaN,NaN,,301.771
1198,530,40,15,15,FSM 95-12,NaN,NaN,,301.7235
1038,527,46,0.174,17.4,IEC 95W,NaN,NaN,,301.5382
1038,527,46,17.4,17.4,DGE-SP95-W,NaN,NaN,,301.5382
1038,527,46,17.4,17.4,SPR-95-WHT-I,NaN,NaN,,301.5382
1038,527,46,17.4,17.4,SPR-95,NaN,NaN,,301.5382
1037,527,35,17.4,17.4,CR95,NaN,NaN,,301.2477
1037,527,35,17.4,17.4,JW-S95,NaN,NaN,,301.2477
895,668,35,11.7 ~ 15.9 ,15.9,AiKe70-95-18P,NaN,NaN,,301.1493
965,670,35,13.9 ~ 14.7 ,14.7,GSAP6-90/95W,NaN,NaN,,301.0957
915,670,30,13 ~ 15.5 ,15.5,SN-P80-95,NaN,NaN,,301.0321
870,665,30,15.44 ~ 16.42 ,16.42,SKT85-95M-12,NaN,NaN,,300.9534
1005,668,35,0.1415,14.15,SL95TU-18P,NaN,NaN,,300.9429
1005,668,35,0.1415,14.15,SL95TU-18MD,NaN,NaN,,300.9429
1005,668,35,0.1415,14.15,Off Grid 95W,NaN,NaN,,300.9429
1005,668,35,5.98 ~ 14.15 ,14.15,RS -P90-100,NaN,NaN,,300.9429
850,670,30,0.1668,16.68,EGE-95M-36,NaN,NaN,,300.9366
1005,676,35,0.1398,13.98,SI-ESF-M-NE-P-95W,NaN,NaN,,300.8882
1005,676,35,0.1398,13.98,SI-ESF-M-NE-M-95W,NaN,NaN,,300.8882
1006,670,35,0.1409,14.09,JST90P(36),NaN,NaN,,300.8631
1185,545,35,10.1 ~ 14.7 ,14.7,AiKe65-95-18M,NaN,NaN,,300.7581
1176,531,28,12.8 ~ 15.2 ,15.2,ATM90,NaN,NaN,,300.698
1195,551,35,14.4,14.4,HYM95W,NaN,NaN,,300.3773
1197,535,35,14.8,14.8,FVG 95M-MC,NaN,NaN,,300.2582
1197,535,35,14.8,14.8,FVG 95M,NaN,NaN,,300.2582
1197,535,35,14.8,14.8,FVG 95M-MC,NaN,NaN,,300.2582
1197,535,35,14.8,14.8,SR-M53695,NaN,NaN,,300.2582
820,668,2,0.173,17.3,Flexible 95W,NaN,NaN,,300.2075
1010,670,320,0.14,14,TSPP100,NaN,NaN,,300.13
1165,990,46,12.3,12.3,ND-N2ECUF,NaN,NaN,,299.6126
1165,990,46,12.3,12.3,ND-N2ECUC,NaN,NaN,,299.6126
1165,990,46,12.3,12.3,ND-N2ECU,NaN,NaN,,299.6126
770,670,30,17.2 ~ 18.2 ,18.2,SLS075-80M,NaN,NaN,,297.4556
1178,994,45,12,12,CHSM-150P(140),NaN,NaN,,296.761
1140,986,35,0.125,12.5,SZGD140-72M,NaN,NaN,,296.7466
1164,987,40,12.2,12.2,COS140P,NaN,NaN,,296.0219
1164,987,40,12.2,12.2,TSP140 (140),NaN,NaN,,296.0219
1164,987,40,12.2,12.2,WXS140P,NaN,NaN,,296.0219
1164,987,40,12.2,12.2,WXS140P,NaN,NaN,,296.0219
1012,982,36,14.1,14.1,ELDORA 130 (140 poly),NaN,NaN,,295.9409
1019,989,39,13.9,13.9,FM130p (140 Wp),NaN,NaN,,295.8552
1019,989,39,13.9,13.9,FM130m (140 Wp),NaN,NaN,,295.8552
1070,808,35,0.162,16.2,SY-140M,NaN,NaN,,295.804
1012,982,36,0.1409,14.09,Eldora 140P,NaN,NaN,,295.731
1000,1000,39.5,14,14,K61XXM-140,NaN,NaN,,295.68
1000,1000,39.5,14,14,K61XXP-140,NaN,NaN,,295.68
1000,1000,39.5,14,14,S6135P (140),NaN,NaN,,295.68
1000,1000,39.5,14,14,S6135M (140),NaN,NaN,,295.68
1000,1000,39.5,14,14,S6135P (140),NaN,NaN,,295.68
1000,1000,39.5,14,14,S6135M (140),NaN,NaN,,295.68
1010,990,45,0.14,14,DS-A36-140,NaN,NaN,,295.6504
1010,990,35,12 ~ 14 ,14,120W.130W,140W POLY,NaN,,295.6504
1060,550,5,0.16,16,FFSP-320M,NaN,NaN,,295.511
1014,992,40,13.9,13.9,SF156x156-36-M-140W,NaN,NaN,,295.2965
1014,992,40,13.9,13.9,SF156x156-36-P-140W,NaN,NaN,,295.2965
1015,990,50,13.9,13.9,D6M140B1A,NaN,NaN,,294.9918
1015,990,50,13.9,13.9,D6P140B1A,NaN,NaN,,294.9918
1076,808,35,14.9 ~ 16.06 ,16.06,BW-SM130-140M48,NaN,NaN,,294.8921
1165,990,46,12.1,12.1,ND-072ERU,NaN,NaN,,294.7409
1165,990,46,12.1,12.1,ND-072ELU,NaN,NaN,,294.7409
1165,990,46,12.1,12.1,ND-070ERU,NaN,NaN,,294.7409
1165,990,46,12.1,12.1,ND-N0ECU,NaN,NaN,,294.7409
1165,990,46,12.1,12.1,ND-070ELU,NaN,NaN,,294.7409
1028,998,35,13.6,13.6,DJS-140P,NaN,NaN,,294.6839
998,528,35,16.47 ~ 17.65 ,17.65,TRS 140-150T,NaN,NaN,,294.6418
680,800,70,0.17,17,FSP 160M Mono,NaN,NaN,,292.9766
1056,808,35,0.162,16.2,120M,NaN,NaN,,291.9337
907,654,50,0.1547,15.47,PK 80-20,NaN,NaN,,290.7104
860,670,35,0.159,15.9,M90W,NaN,NaN,,290.2389
670,790,35,0.173,17.3,EJ-SP60P,NaN,NaN,,290.0903
1032,672,35,0.132,13.2,VE12100,NaN,NaN,,290.0067
1195,550,30,13.1 ~ 13.9 ,13.9,LNG 85W - 90W,NaN,NaN,,289.4214
915,670,35,0.149,14.9,P90W,NaN,NaN,,289.3792
850,670,30,0.16,16,Solar Panel 011,NaN,NaN,,288.6682
1014,669,35,0.134,13.4,SPM090P-WP-N,NaN,NaN,,287.9745
1014,669,35,0.134,13.4,KM Imperia 72 Cell,NaN,NaN,,287.9745
1130,670,35,0.12,12,JC90W-72P,NaN,NaN,,287.8191
1130,670,35,0.12,12,Poly 10-150W,NaN,NaN,,287.8191
900,670,30,14.1 ~ 15 ,15,ED85-90-6P,NaN,NaN,,286.5456
900,670,30,14.1 ~ 15 ,15,MY085~90P6-36,NaN,NaN,,286.5456
900,670,30,14.1 ~ 15 ,15,KM-20-85,NaN,NaN,,286.5456
1164,987,40,11.8,11.8,COS135P,NaN,NaN,,286.3163
1164,987,40,11.8,11.8,WXS135P,NaN,NaN,,286.3163
990,666,30,12.1 ~ 13.7 ,13.7,EC Series 90W,NaN,NaN,,286.1641
1114,670,35,12.1,12.1,SLP90-12,NaN,NaN,,286.1084
1197,535,35,14.1,14.1,DJM-90D,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,FVG 90M,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,FVG 90M-MC,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,JT-90M,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,FVG 90M,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,FVG 90M-MC,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,SR-M53690,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,SRM-90D-36,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,ZHM-090 (2010),NaN,NaN,,286.0568
1197,535,35,14.1,14.1,ZHM-090,NaN,NaN,,286.0568
1197,535,35,14.1,14.1,ZSB-M 90 (36),NaN,NaN,,286.0568
1195,514,35,14.7,14.7,PS90P-12/D,NaN,NaN,,286.0445
1028,998,35,13.2,13.2,DJS-135P,NaN,NaN,,286.0168
1196,555,35,11.3 ~ 13.6 ,13.6,TH80M,NaN,NaN,,285.9883
1196,555,35,13.6,13.6,SDM-80/90-36M,NaN,NaN,,285.9883
1007,664,34,13.5,13.5,SRE080-90,NaN,NaN,,285.9674
1038,527,46,16.5,16.5,SPR-90-WHT-I,NaN,NaN,,285.9414
1150,665,34,11.8,11.8,WS-90,NaN,NaN,,285.8819
1121,559,5,14.4,14.4,UP-LO90M,NaN,NaN,,285.8677
1005,675,35,12.5 ~ 13.3 ,13.3,DJ-85P/90P,NaN,NaN,,285.8292
996,676,35,13.4,13.4,M156-90,NaN,NaN,,285.8222
1196,535,35,14.1,14.1,SL090M-12,NaN,NaN,,285.8178
955,670,34,0.141,14.1,NG 90 TP2 SAW,NaN,NaN,,285.8133
1140,665,38.5,11.9,11.9,ASM-12090A,NaN,NaN,,285.7976
1020,670,30,10.2 ~ 13.2 ,13.2,70W.80W,90W POLY,NaN,,285.7815
1195,551,35,13.7,13.7,HYM90W,NaN,NaN,,285.7757
1010,670,35,0.1333,13.33,SR100P,NaN,NaN,,285.7666
990,665,35,0.137,13.7,DS-A18-90,NaN,NaN,,285.7344
1190,530,33,14.3,14.3,XHH090-12,NaN,NaN,,285.7222
958,671,35,13.25 ~ 14.03 ,14.03,GRE085-090P,NaN,NaN,,285.7136
1037,527,35,16.5,16.5,LA90-12S,NaN,NaN,,285.666
1037,527,35,16.5,16.5,CR90,NaN,NaN,,285.666
1037,527,35,16.5,16.5,JW-S90 (1037x527),NaN,NaN,,285.666
1198,530,40,14.2,14.2,FSM 90-12,NaN,NaN,,285.6316
1050,540,35,0.159,15.9,SD-HMG-90-18,NaN,NaN,,285.6047
915,670,30,0.147,14.7,TS-S90M,NaN,NaN,,285.4949
1012,982,36,13.6,13.6,ELDORA 130 (135),NaN,NaN,,285.4466
1012,982,36,13.6,13.6,ELDORA 130 (135 poly),NaN,NaN,,285.4466
1195,802,50,14.1,14.1,LPS 125-135,NaN,NaN,,285.4009
1072,808,35,14.4 ~ 15.6 ,15.6,SI-ESF-M-P125-48,NaN,NaN,,285.3807
1072,808,35,14.4 ~ 15.6 ,15.6,Mono 265W,NaN,NaN,,285.3807
1072,808,35,14.4 ~ 15.6 ,15.6,SI-ESF-M-M125-48,NaN,NaN,,285.3807
1195,541,30,12.37 ~ 13.93 ,13.93,MAS-11-36M-80,NaN,NaN,,285.2998
1196,534,35,11 ~ 14.1 ,14.1,NPV-M-70-90M,NaN,NaN,,285.2835
1196,534,35,11 ~ 14.1 ,14.1,NPV-M-70-90P,NaN,NaN,,285.2835
1196,534,35,14.1,14.1,XZST-90W-12V(A),NaN,NaN,,285.2835
1196,534,35,14.1,14.1,XZST-90W-12V(B),NaN,NaN,,285.2835
1196,534,35,14.1,14.1,SPV090-12,NaN,NaN,,285.2835
1196,534,35,14.1,14.1,SL080-12(90),NaN,NaN,,285.2835
1196,534,35,14.1,14.1,SL080-12M90,NaN,NaN,,285.2835
1195,550,40,13.7,13.7,TDB125x125-36-P 90W,NaN,NaN,,285.257
1195,550,30,13.7,13.7,YZM90,NaN,NaN,,285.257
1019,989,39,13.4,13.4,LPG-130-3S(135),NaN,NaN,,285.2129
1005,668,35,0.1341,13.41,Off Grid 90W,NaN,NaN,,285.2046
1005,668,35,0.1341,13.41,SL90TU-18P,NaN,NaN,,285.2046
1005,668,35,0.1341,13.41,ASOL-270M-280M-AB,NaN,NaN,,285.2046
1005,668,35,0.1341,13.41,SL90TU-18MD,NaN,NaN,,285.2046
870,665,30,13.83 ~ 15.56 ,15.56,SKT80-90P-12,NaN,NaN,,285.1909
1014,669,35,0.1327,13.27,SPM090P-TS-N,NaN,NaN,,285.1807
960,679,42,11.51 ~ 13.81 ,13.81,MM 80 Series-44,NaN,NaN,,285.1805
975,670,35,0.1378,13.78,GS-90M,NaN,NaN,,285.1765
975,670,35,0.1378,13.78,GS-90P,NaN,NaN,,285.1765
1005,676,35,0.1325,13.25,SI-ESF-M-NE-M-90W,NaN,NaN,,285.1765
1005,676,35,0.1325,13.25,SI-ESF-M-NE-P-90W,NaN,NaN,,285.1765
1010,670,40,0.133,13.3,TPB90-36-P,NaN,NaN,,285.1235
1000,1000,39.5,13.5,13.5,K61XXP-135,NaN,NaN,,285.12
1000,1000,39.5,13.5,13.5,K61XXM-135,NaN,NaN,,285.12
1000,1000,39.5,13.5,13.5,S6135P (135),NaN,NaN,,285.12
1000,1000,39.5,13.5,13.5,S6135M (135),NaN,NaN,,285.12
1000,1000,39.5,13.5,13.5,S6135P (135),NaN,NaN,,285.12
1000,1000,39.5,13.5,13.5,S6135M (135),NaN,NaN,,285.12
920,670,30,0.146,14.6,EGE-90P-36,NaN,NaN,,285.1023
1070,808,35,13.5 ~ 15.61 ,15.61,TPL S-48 Series 115W-135W,NaN,NaN,,285.0309
995,660,40,11.3 ~ 13.7 ,13.7,P Series 74-90,NaN,NaN,,285.0183
930,668,30,0.1448,14.48,TS-S90P,NaN,NaN,,284.9792
1194,542,35,13.9,13.9,JS090M(P),NaN,NaN,,284.9729
1195,545,35,0.1381,13.81,SH-90S5,NaN,NaN,,284.9333
548,1198,40,12.9 ~ 13.7 ,13.7,SNE-85D/90D,NaN,NaN,,284.9332
1196,541,30,12.4 ~ 13.9 ,13.9,AVE080-090P-12,NaN,NaN,,284.9236
1196,541,30,13.9,13.9,EQS090P-12,NaN,NaN,,284.9236
1196,541,30,13.9,13.9,SCM90S-36M,NaN,NaN,,284.9236
1162,667,30,11.6,11.6,COS90P,NaN,NaN,,284.823
1162,667,30,11.6,11.6,WXS90P,NaN,NaN,,284.823
940,655,35,14 ~ 14.6 ,14.6,PM075-090-36,NaN,NaN,,284.7785
780,670,30,16 ~ 17.2 ,17.2,P6-70-75,NaN,NaN,,284.7626
1196,811,46.5,9.3 ~ 13.9 ,13.9,TH120M,NaN,NaN,,284.748
1196,811,46.5,13.9,13.9,SDM-120/135-54M,NaN,NaN,,284.748
1196,811,35,13.9,13.9,TH-120/135-54M,NaN,NaN,,284.748
1195,541,30,13.9,13.9,HYM090M,NaN,NaN,,284.6854
1195,541,35,13.9,13.9,CS5M12-90,NaN,NaN,,284.6854
1195,541,30,13.9,13.9,JT090(18)S1195x541,NaN,NaN,,284.6854
1195,541,30,13.9,13.9,JT090(19)S1195x541,NaN,NaN,,284.6854
1195,541,30,13.9,13.9,SYP90S-30M,NaN,NaN,,284.6854
1195,541,40,13.9,13.9,PLM-090(36),NaN,NaN,,284.6854
1195,541,35,13.9,13.9,PS90M-12/D,NaN,NaN,,284.6854
1195,541,40,13.9,13.9,sungreen 90M-AE,NaN,NaN,,284.6854
1014,992,40,13.4,13.4,SF156x156-36-M-135W,NaN,NaN,,284.6744
1014,992,40,13.4,13.4,SF156x156-36-P-135W,NaN,NaN,,284.6744
1145,665,34,0.118,11.8,Aditi 12V - 90WP,NaN,NaN,,284.6389
1199,543,30,13.8,13.8,COS90M,NaN,NaN,,284.6317
1199,543,30,13.8,13.8,TSM080 (90),NaN,NaN,,284.6317
1199,543,30,13.8,13.8,WXS90S,NaN,NaN,,284.6317
1077,738,35,11.3,11.3,AIT-TYPE-90Wp/F,NaN,NaN,,284.535
1199,535,35,14,14,BYB90M,NaN,NaN,,284.5026
1067,765,35,11,11,AIT-TYPE-90Wp/M,NaN,NaN,,284.4485
1000,670,30,0.134,13.4,SZGD090-36P,NaN,NaN,,284.423
1196,556,35,13.5,13.5,Best-90W,NaN,NaN,,284.3969
1015,990,50,13.4,13.4,D6M135B1A,NaN,NaN,,284.3806
1015,990,50,13.4,13.4,D6P135B1A,NaN,NaN,,284.3806
1050,555,35,15.4,15.4,JW-S90 (1050x555),NaN,NaN,,284.3074
985,665,34,13.7,13.7,P90-12,NaN,NaN,,284.2913
985,665,34,13.7,13.7,Akhter 90,NaN,NaN,,284.2913
985,665,34,13.7,13.7,P90-12,NaN,NaN,,284.2913
1178,552,35,13.8,13.8,SYE090M-36,NaN,NaN,,284.2815
1198,535,35,14,14,DJ-90D,NaN,NaN,,284.2653
995,668,35,13.5,13.5,SL90CE-18P,NaN,NaN,,284.2618
1191,538,40,14,14,TSM-75M(90),NaN,NaN,,284.189
1191,538,40,14,14,BWSM-90M,NaN,NaN,,284.189
1199,550,35,13.6,13.6,WFM-90D,NaN,NaN,,284.1227
1005,676,40,13.2,13.2,PLM-090P,NaN,NaN,,284.1004
1199,554,35,13.5,13.5,CPS90M,NaN,NaN,,284.0847
1000,683,35,0.1311,13.11,SH-90P6,NaN,NaN,,283.6668
728,683,2,0.18,18,Solbianflex SXp 68 Q,NaN,NaN,,283.537
728,683,2,0.18,18,M40W,NaN,NaN,,283.537
870,665,25,13.83 ~ 15.46 ,15.46,BS80/85/90P36,NaN,NaN,,283.3581
1188,630,35,11.9,11.9,SS75,NaN,NaN,,282.1559
1184,545,35,0.138,13.8,80M,NaN,NaN,,282.1061
1066,802,25,14.4 ~ 15.6 ,15.6,SI-ESF-M-BIPV-GG-P125-48,NaN,NaN,,281.6762
1066,802,25,14.4 ~ 15.6 ,15.6,SI-ESF-M-BIPV-GG-M125-48,NaN,NaN,,281.6762
1066,802,35,14.4 ~ 15.6 ,15.6,SI-ESF-M-BIPV-SM-P125-48,NaN,NaN,,281.6762
1066,802,35,14.4 ~ 15.6 ,15.6,SI-ESF-M-BIPV-SM-M125-48,NaN,NaN,,281.6762
770,670,30,16.8 ~ 17.2 ,17.2,SLS070-75P,NaN,NaN,,281.1118
1029,999,40,12.9,12.9,WSP-130P6(133),NaN,NaN,,280.0686
1197,530,19,13.9,13.9,BP790L,NaN,NaN,,279.3637
1010,670,35,13,13,DS-A2-90,NaN,NaN,,278.6921
1150,515,30,0.1475,14.75,SUN-1275,NaN,NaN,,276.7466
1019,989,39,13,13,LPG-130-3S(131),NaN,NaN,,276.6991
1195,537,35,13.6,13.6,SE-S87,NaN,NaN,,276.4816
1195,808,35,13.5,13.5,JT130(18)S1195x808,NaN,NaN,,275.3005
1195,808,35,13.5,13.5,JT130(18)P1195x808,NaN,NaN,,275.3005
1195,555,35,13.1,13.1,PPV-087S5,NaN,NaN,,275.2437
760,670,30,0.1706,17.06,WT80W Mono,NaN,NaN,,275.2026
1028,998,35,12.7,12.7,DJS-130P,NaN,NaN,,275.1828
1190,1190,35,9.2,9.2,PN12/130,NaN,NaN,,275.1539
1188,818,35,13.4,13.4,S125-130,NaN,NaN,,275.0226
1012,982,36,13.1,13.1,ELDORA 130 (130 poly),NaN,NaN,,274.9522
1012,982,36,13.1,13.1,ELDORA 130 (130),NaN,NaN,,274.9522
1195,825,40,13.2,13.2,LELF-S130,NaN,NaN,,274.8462
1096,1066,13.5,10.27 ~ 11.13 ,11.13,SS 120-130 BIPV,NaN,NaN,,274.6356
1080,808,35,12.6 ~ 14.9 ,14.9,STS-5M-（110-130）M-48,NaN,NaN,,274.6093
1080,808,35,12.6 ~ 14.9 ,14.9,TWT-250W-325W (24V),NaN,NaN,,274.6093
1019,989,39,12.9,12.9,FM130p (130 Wp),NaN,NaN,,274.5706
1019,989,39,12.9,12.9,FM130m (130 Wp),NaN,NaN,,274.5706
1000,1000,39.5,13,13,K61XXM-130,NaN,NaN,,274.56
1000,1000,39.5,13,13,K61XXP-130,NaN,NaN,,274.56
1000,1000,39.5,13,13,S6135M (130),NaN,NaN,,274.56
1000,1000,39.5,13,13,S6135P (130),NaN,NaN,,274.56
1000,1000,39.5,13,13,S6135P (130),NaN,NaN,,274.56
1000,1000,39.5,13,13,S6135M (130),NaN,NaN,,274.56
1196,811,46.5,13.4,13.4,SDM-120/130-54M,NaN,NaN,,274.5053
1196,811,35,13.4,13.4,TH-120/130-54M,NaN,NaN,,274.5053
1045,1045,40,11.9,11.9,EE 130,NaN,NaN,,274.4565
1164,987,40,0.113,11.3,DKM130P,NaN,NaN,,274.1842
1014,992,40,12.9,12.9,SF156x156-36-P-130W,NaN,NaN,,274.0522
1014,992,40,12.9,12.9,SF156x156-36-M-130W,NaN,NaN,,274.0522
1096,1066,13.5,11.1,11.1,FM-BIPV 120p (130 Wp),NaN,NaN,,273.8953
1096,1066,13.5,11.1,11.1,FM-BIPV 120m (130 Wp),NaN,NaN,,273.8953
1096,1066,13.5,11.1,11.1,LPG-125-3S(130),NaN,NaN,,273.8953
1068,934,35,13,13,IBMQ-130/24,NaN,NaN,,273.8769
1068,934,35,13,13,IBMQ-130/12,NaN,NaN,,273.8769
980,980,35,13.5,13.5,ASL-130 W/12 V,NaN,NaN,,273.8292
1015,990,50,12.9,12.9,D6M130B1A,NaN,NaN,,273.7694
1015,990,50,12.9,12.9,D6P130B1A,NaN,NaN,,273.7694
900,660,30,13.68 ~ 14.54 ,14.54,SHT80-85P,NaN,NaN,,273.6126
900,660,30,13.68 ~ 14.54 ,14.54,RD40TU-18MD,NaN,NaN,,273.6126
1012,670,35,12.7,12.7,CS85,NaN,NaN,,272.7999
